name,emotion,number
aia,anger,1249
aia,anger,125
aia,anger,1250
aia,anger,1251
aia,anger,1252
aia,anger,1253
aia,anger,1254
aia,anger,1255
aia,anger,1256
aia,anger,1257
aia,anger,1258
aia,anger,1259
aia,anger,126
aia,anger,1260
aia,anger,1261
aia,anger,1262
aia,anger,1263
aia,anger,1264
aia,anger,1265
aia,anger,1266
aia,anger,1267
aia,anger,1268
aia,anger,1269
aia,anger,127
aia,anger,1270
aia,anger,1271
aia,anger,1272
aia,anger,1273
aia,anger,1274
aia,anger,1275
aia,anger,1276
aia,anger,1277
aia,anger,1278
aia,anger,1279
aia,anger,128
aia,anger,1280
aia,anger,1281
aia,anger,1282
aia,anger,1283
aia,anger,1284
aia,anger,1285
aia,anger,1286
aia,anger,1287
aia,anger,1288
aia,anger,1289
aia,anger,129
aia,anger,1290
aia,anger,1291
aia,anger,1292
aia,anger,1293
aia,anger,1294
aia,anger,1295
aia,anger,1296
aia,anger,1297
aia,anger,1298
aia,anger,1299
aia,anger,13
aia,anger,130
aia,anger,1300
aia,anger,1301
aia,anger,1302
aia,anger,1303
aia,anger,1304
aia,anger,1305
aia,anger,1306
aia,anger,1307
aia,anger,1308
aia,anger,1309
aia,anger,131
aia,anger,1310
aia,anger,1311
aia,anger,1312
aia,anger,1313
aia,anger,1314
aia,anger,1315
aia,anger,1316
aia,anger,1317
aia,anger,1318
aia,anger,1319
aia,anger,132
aia,anger,1320
aia,anger,1321
aia,anger,1322
aia,anger,1323
aia,anger,1324
aia,anger,1325
aia,anger,1326
aia,anger,1327
aia,anger,1328
aia,anger,1329
aia,anger,133
aia,anger,1330
aia,anger,1331
aia,anger,1332
aia,anger,1333
aia,anger,1334
aia,anger,1335
aia,anger,1336
aia,anger,1337
aia,anger,1338
aia,anger,1339
aia,anger,134
aia,anger,1340
aia,anger,1341
aia,anger,1342
aia,anger,1343
aia,anger,1344
aia,anger,1345
aia,anger,1346
aia,anger,1347
aia,anger,1348
aia,anger,1349
aia,anger,135
aia,anger,1350
aia,anger,1351
aia,anger,1352
aia,anger,1353
aia,anger,1354
aia,anger,1355
aia,anger,1356
aia,anger,1357
aia,anger,1358
aia,anger,1359
aia,anger,136
aia,anger,1360
aia,anger,1361
aia,anger,1362
aia,anger,1363
aia,anger,1364
aia,anger,1365
aia,anger,1366
aia,anger,1367
aia,anger,1368
aia,anger,1369
aia,anger,137
aia,anger,1370
aia,anger,1371
aia,anger,1372
aia,anger,1373
aia,anger,1374
aia,anger,1375
aia,anger,1376
aia,anger,1377
aia,anger,1378
aia,anger,1379
aia,anger,138
aia,anger,1380
aia,anger,1381
aia,anger,1382
aia,anger,1383
aia,anger,1384
aia,anger,1385
aia,anger,1386
aia,anger,1387
aia,anger,1388
aia,anger,1389
aia,anger,139
aia,anger,1390
aia,anger,1391
aia,anger,1392
aia,anger,1393
aia,anger,1394
aia,anger,1395
aia,anger,1396
aia,anger,1397
aia,anger,1398
aia,anger,1399
aia,anger,14
aia,anger,140
aia,anger,1400
aia,anger,1401
aia,anger,1402
aia,anger,1403
aia,anger,1404
aia,anger,1405
aia,anger,1406
aia,anger,1407
aia,anger,1408
aia,anger,1409
aia,anger,141
aia,anger,1410
aia,anger,1411
aia,anger,1412
aia,anger,1413
aia,anger,1414
aia,anger,1415
aia,anger,1416
aia,anger,1417
aia,anger,1418
aia,anger,1419
aia,anger,142
aia,anger,1420
aia,anger,1421
aia,anger,1422
aia,anger,1423
aia,anger,1424
aia,anger,1425
aia,anger,1426
aia,anger,1427
aia,anger,1428
aia,anger,1429
aia,anger,143
aia,anger,1430
aia,anger,1431
aia,anger,1432
aia,anger,1433
aia,anger,1434
aia,anger,1435
aia,anger,1436
aia,anger,1437
aia,anger,1438
aia,anger,1439
aia,anger,144
aia,anger,1440
aia,anger,1441
aia,anger,1442
aia,anger,1443
aia,anger,1444
aia,anger,1445
aia,anger,1446
aia,anger,1447
aia,anger,1448
aia,anger,1449
aia,anger,145
aia,anger,1450
aia,anger,1451
aia,anger,1452
aia,anger,1453
aia,anger,1454
aia,anger,1455
aia,anger,1456
aia,anger,1457
aia,anger,1458
aia,anger,1459
aia,anger,146
aia,anger,1460
aia,anger,1461
aia,anger,1462
aia,anger,1463
aia,anger,1464
aia,anger,1465
aia,anger,1466
aia,anger,1467
aia,anger,1468
aia,anger,1469
aia,anger,147
aia,anger,1470
aia,anger,1471
aia,anger,1472
aia,anger,1473
aia,anger,1474
aia,anger,1475
aia,anger,1476
aia,anger,1477
aia,anger,1478
aia,anger,1479
aia,anger,148
aia,anger,1480
aia,anger,1481
aia,anger,1482
aia,anger,1483
aia,anger,1484
aia,anger,1485
aia,anger,1486
aia,anger,1487
aia,anger,1488
aia,anger,1489
aia,anger,149
aia,anger,1490
aia,anger,1491
aia,anger,1492
aia,anger,1493
aia,anger,1494
aia,anger,1495
aia,anger,1496
aia,anger,1497
aia,anger,1498
aia,anger,1499
aia,anger,15
aia,anger,150
aia,anger,1500
aia,anger,1501
aia,anger,1502
aia,anger,1503
aia,anger,1504
aia,anger,1505
aia,anger,1506
aia,anger,1507
aia,anger,1508
aia,anger,1509
aia,anger,151
aia,anger,1510
aia,anger,1511
aia,anger,1512
aia,anger,1513
aia,anger,1514
aia,anger,1515
aia,anger,1516
aia,anger,1517
aia,anger,1518
aia,anger,1519
aia,anger,152
aia,anger,1520
aia,anger,1521
aia,anger,1522
aia,anger,1523
aia,anger,1524
aia,anger,1525
aia,anger,1526
aia,anger,1527
aia,anger,1528
aia,anger,1529
aia,anger,153
aia,anger,1530
aia,anger,1531
aia,anger,1532
aia,anger,1533
aia,anger,1534
aia,anger,1535
aia,anger,1536
aia,anger,1537
aia,anger,1538
aia,anger,1539
aia,anger,154
aia,anger,1540
aia,anger,1541
aia,anger,1542
aia,anger,1543
aia,anger,1544
aia,anger,1545
aia,anger,1546
aia,anger,1547
aia,anger,1548
aia,anger,1549
aia,anger,155
aia,anger,1550
aia,anger,1551
aia,anger,1552
aia,anger,1553
aia,anger,1554
aia,anger,1555
aia,anger,1556
aia,anger,1557
aia,anger,1558
aia,anger,1559
aia,anger,156
aia,anger,1560
aia,anger,1561
aia,anger,1562
aia,anger,1563
aia,anger,1564
aia,anger,1565
aia,anger,1566
aia,anger,1567
aia,anger,1568
aia,anger,1569
aia,anger,157
aia,anger,1570
aia,anger,1571
aia,anger,1572
aia,anger,1573
aia,anger,1574
aia,anger,1575
aia,anger,1576
aia,anger,1577
aia,anger,1578
aia,anger,1579
aia,anger,158
aia,anger,1580
aia,anger,1581
aia,anger,1582
aia,anger,1583
aia,anger,1584
aia,anger,1585
aia,anger,1586
aia,anger,1587
aia,anger,1588
aia,anger,1589
aia,anger,159
aia,anger,1590
aia,anger,1591
aia,anger,1592
aia,anger,1593
aia,anger,1594
aia,anger,1595
aia,anger,1596
aia,anger,1597
aia,anger,1598
aia,anger,1599
aia,anger,16
aia,anger,160
aia,anger,1600
aia,anger,1601
aia,anger,1602
aia,anger,1603
aia,anger,1604
aia,anger,1605
aia,anger,1606
aia,anger,1607
aia,anger,1608
aia,anger,1609
aia,anger,161
aia,anger,1610
aia,anger,1611
aia,anger,1612
aia,anger,1613
aia,anger,1614
aia,anger,1615
aia,anger,1616
aia,anger,1617
aia,anger,1618
aia,anger,1619
aia,anger,162
aia,anger,1620
aia,anger,1621
aia,anger,1622
aia,anger,1623
aia,anger,1624
aia,anger,1625
aia,anger,1626
aia,anger,1627
aia,anger,1628
aia,anger,1629
aia,anger,163
aia,anger,1630
aia,anger,1631
aia,anger,1632
aia,anger,1633
aia,anger,1634
aia,anger,1635
aia,anger,1636
aia,anger,1637
aia,anger,1638
aia,anger,1639
aia,anger,164
aia,anger,1640
aia,anger,1641
aia,anger,1642
aia,anger,1643
aia,anger,1644
aia,anger,165
aia,anger,166
aia,anger,167
aia,anger,168
aia,anger,169
aia,anger,17
aia,anger,170
aia,anger,171
aia,anger,172
aia,anger,173
aia,anger,174
aia,anger,175
aia,anger,176
aia,anger,177
aia,anger,178
aia,anger,179
aia,anger,18
aia,anger,180
aia,anger,181
aia,anger,182
aia,anger,183
aia,anger,184
aia,anger,185
aia,anger,186
aia,anger,187
aia,anger,188
aia,anger,189
aia,anger,19
aia,anger,190
aia,anger,191
aia,anger,192
aia,anger,193
aia,anger,194
aia,anger,195
aia,anger,196
aia,anger,197
aia,anger,198
aia,anger,199
aia,anger,2
aia,anger,20
aia,anger,200
aia,anger,201
aia,anger,202
aia,anger,203
aia,anger,204
aia,anger,205
aia,anger,206
aia,anger,207
aia,anger,208
aia,anger,209
aia,anger,21
aia,anger,210
aia,anger,211
aia,anger,212
aia,anger,213
aia,anger,214
aia,anger,215
aia,anger,216
aia,anger,217
aia,anger,218
aia,anger,219
aia,anger,22
aia,anger,220
aia,anger,221
aia,anger,222
aia,anger,223
aia,anger,224
aia,anger,225
aia,anger,226
aia,anger,227
aia,anger,228
aia,anger,229
aia,anger,23
aia,anger,230
aia,anger,231
aia,anger,232
aia,anger,233
aia,anger,234
aia,anger,235
aia,anger,236
aia,anger,237
aia,anger,238
aia,anger,239
aia,anger,24
aia,anger,240
aia,anger,241
aia,anger,242
aia,anger,243
aia,anger,244
aia,anger,245
aia,anger,246
aia,anger,247
aia,anger,248
aia,anger,249
aia,anger,25
aia,anger,250
aia,anger,251
aia,anger,252
aia,anger,253
aia,anger,254
aia,anger,255
aia,anger,256
aia,anger,257
aia,anger,258
aia,anger,259
aia,anger,26
aia,anger,260
aia,anger,261
aia,anger,262
aia,anger,263
aia,anger,264
aia,anger,265
aia,anger,266
aia,anger,267
aia,anger,268
aia,anger,269
aia,anger,27
aia,anger,270
aia,anger,271
aia,anger,272
aia,anger,273
aia,anger,274
aia,anger,275
aia,anger,276
aia,anger,277
aia,anger,278
aia,anger,279
aia,anger,28
aia,anger,280
aia,anger,281
aia,anger,282
aia,anger,283
aia,anger,284
aia,anger,285
aia,anger,286
aia,anger,287
aia,anger,288
aia,anger,289
aia,anger,29
aia,anger,290
aia,anger,291
aia,anger,292
aia,anger,293
aia,anger,294
aia,anger,295
aia,anger,296
aia,anger,297
aia,anger,298
aia,anger,299
aia,anger,3
aia,anger,30
aia,anger,300
aia,anger,301
aia,anger,302
aia,anger,303
aia,anger,304
aia,anger,305
aia,anger,306
aia,anger,307
aia,anger,308
aia,anger,309
aia,anger,31
aia,anger,310
aia,anger,311
aia,anger,312
aia,anger,313
aia,anger,314
aia,anger,315
aia,anger,316
aia,anger,317
aia,anger,318
aia,anger,319
aia,anger,32
aia,anger,320
aia,anger,321
aia,anger,322
aia,anger,323
aia,anger,324
aia,anger,325
aia,anger,326
aia,anger,327
aia,anger,328
aia,anger,329
aia,anger,33
aia,anger,330
aia,anger,331
aia,anger,332
aia,anger,333
aia,anger,334
aia,anger,335
aia,anger,336
aia,anger,337
aia,anger,338
aia,anger,339
aia,anger,34
aia,anger,340
aia,anger,341
aia,anger,342
aia,anger,343
aia,anger,344
aia,anger,345
aia,anger,346
aia,anger,347
aia,anger,348
aia,anger,349
aia,anger,35
aia,anger,350
aia,anger,351
aia,anger,352
aia,anger,353
aia,anger,354
aia,anger,355
aia,anger,356
aia,anger,357
aia,anger,358
aia,anger,359
aia,anger,36
aia,anger,360
aia,anger,361
aia,anger,362
aia,anger,363
aia,anger,364
aia,anger,365
aia,anger,366
aia,anger,367
aia,anger,368
aia,anger,369
aia,anger,37
aia,anger,370
aia,anger,371
aia,anger,372
aia,anger,373
aia,anger,374
aia,anger,375
aia,anger,376
aia,anger,377
aia,anger,378
aia,anger,379
aia,anger,38
aia,anger,380
aia,anger,381
aia,anger,382
aia,anger,383
aia,anger,384
aia,anger,385
aia,anger,386
aia,anger,387
aia,anger,388
aia,anger,389
aia,anger,39
aia,anger,390
aia,anger,391
aia,anger,392
aia,anger,393
aia,anger,394
aia,anger,395
aia,anger,396
aia,anger,397
aia,anger,398
aia,anger,399
aia,anger,4
aia,anger,40
aia,anger,400
aia,anger,401
aia,anger,402
aia,anger,403
aia,anger,404
aia,anger,405
aia,anger,406
aia,anger,407
aia,anger,408
aia,anger,409
aia,anger,41
aia,anger,410
aia,anger,411
aia,anger,412
aia,anger,413
aia,anger,414
aia,anger,415
aia,anger,416
aia,anger,417
aia,anger,418
aia,anger,419
aia,anger,42
aia,anger,420
aia,anger,421
aia,anger,422
aia,anger,423
aia,anger,424
aia,anger,425
aia,anger,426
aia,anger,427
aia,anger,428
aia,anger,429
aia,anger,43
aia,anger,430
aia,anger,431
aia,anger,432
aia,anger,433
aia,anger,434
aia,anger,435
aia,anger,436
aia,anger,437
aia,anger,438
aia,anger,439
aia,anger,44
aia,anger,440
aia,anger,441
aia,anger,442
aia,anger,443
aia,anger,444
aia,anger,445
aia,anger,446
aia,anger,447
aia,anger,448
aia,anger,449
aia,anger,45
aia,anger,450
aia,anger,451
aia,anger,452
aia,anger,453
aia,anger,454
aia,anger,455
aia,anger,456
aia,anger,457
aia,anger,458
aia,anger,459
aia,anger,46
aia,anger,460
aia,anger,461
aia,anger,462
aia,anger,463
aia,anger,464
aia,anger,465
aia,anger,466
aia,anger,467
aia,anger,468
aia,anger,469
aia,anger,47
aia,anger,470
aia,anger,471
aia,anger,472
aia,anger,473
aia,anger,474
aia,anger,475
aia,anger,476
aia,anger,477
aia,anger,478
aia,anger,479
aia,anger,48
aia,anger,480
aia,anger,481
aia,anger,482
aia,anger,483
aia,anger,484
aia,anger,485
aia,anger,486
aia,anger,487
aia,anger,488
aia,anger,489
aia,anger,49
aia,anger,490
aia,anger,491
aia,anger,492
aia,anger,493
aia,anger,494
aia,anger,495
aia,anger,496
aia,anger,497
aia,anger,498
aia,anger,499
aia,anger,5
aia,anger,50
aia,anger,500
aia,anger,501
aia,anger,502
aia,anger,503
aia,anger,504
aia,anger,505
aia,anger,506
aia,anger,507
aia,anger,508
aia,anger,509
aia,anger,51
aia,anger,510
aia,anger,511
aia,anger,512
aia,anger,513
aia,anger,514
aia,anger,515
aia,anger,516
aia,anger,517
aia,anger,518
aia,anger,519
aia,anger,52
aia,anger,520
aia,anger,521
aia,anger,522
aia,anger,523
aia,anger,524
aia,anger,525
aia,anger,526
aia,anger,527
aia,anger,528
aia,anger,529
aia,anger,53
aia,anger,530
aia,anger,531
aia,anger,532
aia,anger,533
aia,anger,534
aia,anger,535
aia,anger,536
aia,anger,537
aia,anger,538
aia,anger,539
aia,anger,54
aia,anger,540
aia,anger,541
aia,anger,542
aia,anger,543
aia,anger,544
aia,anger,545
aia,anger,546
aia,anger,547
aia,anger,548
aia,anger,549
aia,anger,55
aia,anger,550
aia,anger,551
aia,anger,552
aia,anger,553
aia,anger,554
aia,anger,555
aia,anger,556
aia,anger,557
aia,anger,558
aia,anger,559
aia,anger,56
aia,anger,560
aia,anger,561
aia,anger,562
aia,anger,563
aia,anger,564
aia,anger,565
aia,anger,566
aia,anger,567
aia,anger,568
aia,anger,569
aia,anger,57
aia,anger,570
aia,anger,571
aia,anger,572
aia,anger,573
aia,anger,574
aia,anger,575
aia,anger,576
aia,anger,577
aia,anger,578
aia,anger,579
aia,anger,58
aia,anger,580
aia,anger,581
aia,anger,582
aia,anger,583
aia,anger,584
aia,anger,585
aia,anger,586
aia,anger,587
aia,anger,588
aia,anger,589
aia,anger,59
aia,anger,590
aia,anger,591
aia,anger,592
aia,anger,593
aia,anger,594
aia,anger,595
aia,anger,596
aia,anger,597
aia,anger,598
aia,anger,599
aia,anger,6
aia,anger,60
aia,anger,600
aia,anger,601
aia,anger,602
aia,anger,603
aia,anger,604
aia,anger,605
aia,anger,606
aia,anger,607
aia,anger,608
aia,anger,609
aia,anger,61
aia,anger,610
aia,anger,611
aia,anger,612
aia,anger,613
aia,anger,614
aia,anger,615
aia,anger,616
aia,anger,617
aia,anger,618
aia,anger,619
aia,anger,62
aia,anger,620
aia,anger,621
aia,anger,622
aia,anger,623
aia,anger,624
aia,anger,625
aia,anger,626
aia,anger,627
aia,anger,628
aia,anger,629
aia,anger,63
aia,anger,630
aia,anger,631
aia,anger,632
aia,anger,633
aia,anger,634
aia,anger,635
aia,anger,636
aia,anger,637
aia,anger,638
aia,anger,639
aia,anger,64
aia,anger,640
aia,anger,641
aia,anger,642
aia,anger,643
aia,anger,644
aia,anger,645
aia,anger,646
aia,anger,647
aia,anger,648
aia,anger,649
aia,anger,65
aia,anger,650
aia,anger,651
aia,anger,652
aia,anger,653
aia,anger,654
aia,anger,655
aia,anger,656
aia,anger,657
aia,anger,658
aia,anger,659
aia,anger,66
aia,anger,660
aia,anger,661
aia,anger,662
aia,anger,663
aia,anger,664
aia,anger,665
aia,anger,666
aia,anger,667
aia,anger,668
aia,anger,669
aia,anger,67
aia,anger,670
aia,anger,671
aia,anger,672
aia,anger,673
aia,anger,674
aia,anger,675
aia,anger,676
aia,anger,677
aia,anger,678
aia,anger,679
aia,anger,68
aia,anger,680
aia,anger,681
aia,anger,682
aia,anger,683
aia,anger,684
aia,anger,685
aia,anger,686
aia,anger,687
aia,anger,688
aia,anger,689
aia,anger,69
aia,anger,690
aia,anger,691
aia,anger,692
aia,anger,693
aia,anger,694
aia,anger,695
aia,anger,696
aia,anger,697
aia,anger,698
aia,anger,699
aia,anger,7
aia,anger,70
aia,anger,700
aia,anger,701
aia,anger,702
aia,anger,703
aia,anger,704
aia,anger,705
aia,anger,706
aia,anger,707
aia,anger,708
aia,anger,709
aia,anger,71
aia,anger,710
aia,anger,711
aia,anger,712
aia,anger,713
aia,anger,714
aia,anger,715
aia,anger,716
aia,anger,717
aia,anger,718
aia,anger,719
aia,anger,72
aia,anger,720
aia,anger,721
aia,anger,722
aia,anger,723
aia,anger,724
aia,anger,725
aia,anger,726
aia,anger,727
aia,anger,728
aia,anger,729
aia,anger,73
aia,anger,730
aia,anger,731
aia,anger,732
aia,anger,733
aia,anger,734
aia,anger,735
aia,anger,736
aia,anger,737
aia,anger,738
aia,anger,739
aia,anger,74
aia,anger,740
aia,anger,741
aia,anger,742
aia,anger,743
aia,anger,744
aia,anger,745
aia,anger,746
aia,anger,747
aia,anger,748
aia,anger,749
aia,anger,75
aia,anger,750
aia,anger,751
aia,anger,752
aia,anger,753
aia,anger,754
aia,anger,755
aia,anger,756
aia,anger,757
aia,anger,758
aia,anger,759
aia,anger,76
aia,anger,760
aia,anger,761
aia,anger,762
aia,anger,763
aia,anger,764
aia,anger,765
aia,anger,766
aia,anger,767
aia,anger,768
aia,anger,769
aia,anger,77
aia,anger,770
aia,anger,771
aia,anger,772
aia,anger,773
aia,anger,774
aia,anger,775
aia,anger,776
aia,anger,777
aia,anger,778
aia,anger,779
aia,anger,78
aia,anger,780
aia,anger,781
aia,anger,782
aia,anger,783
aia,anger,784
aia,anger,785
aia,anger,786
aia,anger,787
aia,anger,788
aia,anger,789
aia,anger,79
aia,anger,790
aia,anger,791
aia,anger,792
aia,anger,793
aia,anger,794
aia,anger,795
aia,anger,796
aia,anger,797
aia,anger,798
aia,anger,799
aia,anger,8
aia,anger,80
aia,anger,800
aia,anger,801
aia,anger,802
aia,anger,803
aia,anger,804
aia,anger,805
aia,anger,806
aia,anger,807
aia,anger,808
aia,anger,809
aia,anger,81
aia,anger,810
aia,anger,811
aia,anger,812
aia,anger,813
aia,anger,814
aia,anger,815
aia,anger,816
aia,anger,817
aia,anger,818
aia,anger,819
aia,anger,82
aia,anger,820
aia,anger,821
aia,anger,822
aia,anger,823
aia,anger,824
aia,anger,825
aia,anger,826
aia,anger,827
aia,anger,828
aia,anger,829
aia,anger,83
aia,anger,830
aia,anger,831
aia,anger,832
aia,anger,833
aia,anger,834
aia,anger,835
aia,anger,836
aia,anger,837
aia,anger,838
aia,anger,839
aia,anger,84
aia,anger,840
aia,anger,841
aia,anger,842
aia,anger,843
aia,anger,844
aia,anger,845
aia,anger,846
aia,anger,847
aia,anger,848
aia,anger,849
aia,anger,85
aia,anger,850
aia,anger,851
aia,anger,852
aia,anger,853
aia,anger,854
aia,anger,855
aia,anger,856
aia,anger,857
aia,anger,858
aia,anger,859
aia,anger,86
aia,anger,860
aia,anger,861
aia,anger,862
aia,anger,863
aia,anger,864
aia,anger,865
aia,anger,866
aia,anger,867
aia,anger,868
aia,anger,869
aia,anger,87
aia,anger,870
aia,anger,871
aia,anger,872
aia,anger,873
aia,anger,874
aia,anger,875
aia,anger,876
aia,anger,877
aia,anger,878
aia,anger,879
aia,anger,88
aia,anger,880
aia,anger,881
aia,anger,882
aia,anger,883
aia,anger,884
aia,anger,885
aia,anger,886
aia,anger,887
aia,anger,888
aia,anger,889
aia,anger,89
aia,anger,890
aia,anger,891
aia,anger,892
aia,anger,893
aia,anger,894
aia,anger,895
aia,anger,896
aia,anger,897
aia,anger,898
aia,anger,899
aia,anger,9
aia,anger,90
aia,anger,900
aia,anger,901
aia,anger,902
aia,anger,903
aia,anger,904
aia,anger,905
aia,anger,906
aia,anger,907
aia,anger,908
aia,anger,909
aia,anger,91
aia,anger,910
aia,anger,911
aia,anger,912
aia,anger,913
aia,anger,914
aia,anger,915
aia,anger,916
aia,anger,917
aia,anger,918
aia,anger,919
aia,anger,92
aia,anger,920
aia,anger,921
aia,anger,922
aia,anger,923
aia,anger,924
aia,anger,925
aia,anger,926
aia,anger,927
aia,anger,928
aia,anger,929
aia,anger,93
aia,anger,930
aia,anger,931
aia,anger,932
aia,anger,933
aia,anger,934
aia,anger,935
aia,anger,936
aia,anger,937
aia,anger,938
aia,anger,939
aia,anger,94
aia,anger,940
aia,anger,941
aia,anger,942
aia,anger,943
aia,anger,944
aia,anger,945
aia,anger,946
aia,anger,947
aia,anger,948
aia,anger,949
aia,anger,95
aia,anger,950
aia,anger,951
aia,anger,952
aia,anger,953
aia,anger,954
aia,anger,955
aia,anger,956
aia,anger,957
aia,anger,958
aia,anger,959
aia,anger,96
aia,anger,960
aia,anger,961
aia,anger,962
aia,anger,963
aia,anger,964
aia,anger,965
aia,anger,966
aia,anger,967
aia,anger,968
aia,anger,969
aia,anger,97
aia,anger,970
aia,anger,971
aia,anger,972
aia,anger,973
aia,anger,974
aia,anger,975
aia,anger,976
aia,anger,977
aia,anger,978
aia,anger,979
aia,anger,98
aia,anger,980
aia,anger,981
aia,anger,982
aia,anger,983
aia,anger,984
aia,anger,985
aia,anger,986
aia,anger,987
aia,anger,988
aia,anger,989
aia,anger,99
aia,anger,990
aia,anger,991
aia,anger,992
aia,anger,993
aia,anger,994
aia,anger,995
aia,anger,996
aia,anger,997
aia,anger,998
aia,anger,999
aia,disgust,1
aia,disgust,10
aia,disgust,100
aia,disgust,1000
aia,disgust,1001
aia,disgust,1002
aia,disgust,1003
aia,disgust,1004
aia,disgust,1005
aia,disgust,1006
aia,disgust,1007
aia,disgust,1008
aia,disgust,1009
aia,disgust,101
aia,disgust,1010
aia,disgust,1011
aia,disgust,1012
aia,disgust,1013
aia,disgust,1014
